field1,job_id,skill,type
3922,336,Laravel,PHP Frameworks
3923,352,Laravel,PHP Frameworks
3924,370,Laravel,PHP Frameworks
3925,416,Laravel,PHP Frameworks
3926,473,Laravel,PHP Frameworks
3927,641,redux,Redux
3928,645,redux,Redux
3929,728,redux,Redux
3930,13,Redux,Redux
3931,13,Redux Thunk,Redux
3932,77,Redux,Redux
3933,85,Redux,Redux
3934,95,Redux,Redux
3935,124,Redux,Redux
3936,151,Redux,Redux
3937,153,Redux,Redux
3938,155,Redux,Redux
3939,164,Redux,Redux
3940,190,Redux,Redux
3941,225,Redux,Redux
3942,304,Redux,Redux
3943,362,Redux,Redux
3944,398,Redux,Redux
3945,412,Redux,Redux
3946,466,Redux,Redux
3947,482,Redux,Redux
3948,646,gulp,Gulp
3949,45,Gulp,Gulp
3950,59,Gulp,Gulp
3951,61,gulp,Gulp
3952,80,Gulp,Gulp
3953,142,Gulp,Gulp
3954,170,Gulp,Gulp
3955,187,Gulp,Gulp
3956,212,Gulp,Gulp
3957,290,gulp,Gulp
3958,304,Gulp,Gulp
3959,322,Gulp,Gulp
3960,408,gulp,Gulp
3961,442,Gulp,Gulp
3962,463,Gulp,Gulp
3963,648,spring,Spring
3964,691,spring,Spring
3965,715,spring,Spring
3966,715,spring-mvc,Spring
3967,719,spring,Spring
3968,732,spring,Spring
3969,735,spring,Spring
3970,739,spring,Spring
3971,746,spring,Spring
3972,747,spring,Spring
3973,748,spring,Spring
3974,757,spring,Spring
3975,760,spring,Spring
3976,767,spring,Spring
3977,785,spring,Spring
3978,792,spring,Spring
3979,798,spring,Spring
3980,822,spring,Spring
3981,64,Spring,Spring
3982,72,Spring,Spring
3983,84,Spring (DI,Spring
3984,84,Spring REST,Spring
3985,84,Spring WS),Spring
3986,84,Spring Cloud Netflix (Eureka,Spring
3987,170,Spring,Spring
3988,366,Spring,Spring
3989,386,Spring Cloud,Spring
3990,417,Spring,Spring
3991,459,Spring,Spring
3992,462,Spring,Spring
3993,467,Spring,Spring
3994,487,Spring,Spring
3995,655,bootstrap,BootStrap
3996,17,Bootstrap,BootStrap
3997,95,Bootstrap,BootStrap
3998,123,Bootstrap,BootStrap
3999,154,Bootstrap,BootStrap
4000,287,Bootstrap,BootStrap
4001,393,Bootstrap,BootStrap
4002,395,BootStrap,BootStrap
4003,460,Bootstrap,BootStrap
4004,475,Bootstrap,BootStrap
4005,655,backbone,JavaScript Tools
4006,85,Backbone,JavaScript Tools
4007,385,Backbone,JavaScript Tools
4008,402,Backbone,JavaScript Tools
4009,460,Backbone,JavaScript Tools
4010,466,Backbone,JavaScript Tools
4011,469,Backbone,JavaScript Tools
4012,665,typescript,TypeScript
4013,688,typescript,TypeScript
4014,738,typescript,TypeScript
4015,766,typescript,TypeScript
4016,814,typescript,TypeScript
4017,27,TypeScript,TypeScript
4018,31,TypeScript,TypeScript
4019,90,TypeScript,TypeScript
4020,125,Typescript,TypeScript
4021,153,TypeScript,TypeScript
4022,177,Typescript,TypeScript
4023,244,TypeScript,TypeScript
4024,248,TypeScript,TypeScript
4025,282,TypeScript,TypeScript
4026,311,TypeScript,TypeScript
4027,315,Typescript,TypeScript
4028,378,TypeScript,TypeScript
4029,413,TypeScript,TypeScript
4030,670,elasticsearch,Elastic Stack
4031,712,elasticsearch,Elastic Stack
4032,774,elasticsearch,Elastic Stack
4033,820,elasticsearch,Elastic Stack
4034,20,ElasticSearch,Elastic Stack
4035,53,Elasticsearch,Elastic Stack
4036,60,Elasticsearch,Elastic Stack
4037,72,ElasticSearch,Elastic Stack
4038,82,Elasticsearch,Elastic Stack
4039,86,Elasticsearch,Elastic Stack
4040,150,Elasticsearch,Elastic Stack
4041,155,Elasticsearch,Elastic Stack
4042,211,Elasticsearch,Elastic Stack
4043,212,Elasticsearch,Elastic Stack
4044,225,Elasticsearch,Elastic Stack
4045,227,ElasticSearch,Elastic Stack
4046,229,ElasticSearch,Elastic Stack
4047,230,Aerospike/Redis/Elasticsearch,Elastic Stack
4048,234,Cassandra/ElasticSearch,Elastic Stack
4049,258,ElasticSearch,Elastic Stack
4050,258,ElasticSearch,Elastic Stack
4051,301,Elasticsearch,Elastic Stack
4052,336,ElasticSearch,Elastic Stack
4053,339,Elasticsearch,Elastic Stack
4054,349,ElasticSearch,Elastic Stack
4055,413,ElasticSearch,Elastic Stack
4056,417,Elasticsearch,Elastic Stack
4057,443,Elasticsearch,Elastic Stack
4058,444,Elasticsearch,Elastic Stack
4059,458,Elasticsearch,Elastic Stack
4060,459,ElasticSearch,Elastic Stack
4061,462,ElasticSearch,Elastic Stack
4062,472,ElasticSearch,Elastic Stack
4063,480,ElasticSearch,Elastic Stack
4064,483,ElasticSearch,Elastic Stack
4065,487,ElasticSearch,Elastic Stack
4066,673,android,Android
4067,677,android,Android
4068,716,android,Android
4069,768,android,Android
4070,771,android,Android
4071,783,android,Android
4072,793,android,Android
4073,803,android,Android
4074,808,android,Android
4075,814,android,Android
4076,825,android,Android
4077,51,android,Android
4078,53,Android,Android
4079,66,Android,Android
4080,71,Android,Android
4081,161,Android,Android
4082,167,Android SDK,Android
4083,209,Android SDK,Android
4084,209,Android Studio,Android
4085,318,Calabash Android,Android
4086,359,Android,Android
4087,405,Android,Android
4088,418,Android,Android
4089,419,Android,Android
4090,439,Android,Android
4091,446,Android,Android
4092,468,Android,Android
4093,471,Android,Android
4094,486,Android,Android
4095,676,puppet,IT Automation
4096,682,puppet,IT Automation
4097,744,puppet,IT Automation
4098,774,puppet,IT Automation
4099,786,puppet,IT Automation
4100,9,Puppet,IT Automation
4101,96,Puppet,IT Automation
4102,157,Puppet,IT Automation
4103,210,Puppet,IT Automation
4104,219,Puppet,IT Automation
4105,231,Puppet,IT Automation
4106,250,Puppet,IT Automation
4107,253,Puppet,IT Automation
4108,255,Puppet,IT Automation
4109,261,Puppet,IT Automation
4110,406,Puppet,IT Automation
4111,429,Puppet,IT Automation
4112,436,Puppet,IT Automation
4113,438,Puppet,IT Automation
4114,464,Puppet,IT Automation
4115,470,Puppet,IT Automation
4116,487,Puppet,IT Automation
4117,682,chef,Chef
4118,744,chef,Chef
4119,816,chef,Chef
4120,9,Chef,Chef
4121,96,Chef,Chef
4122,144,Chef,Chef
4123,157,Chef,Chef
4124,204,Chef,Chef
4125,210,Chef,Chef
4126,219,Chef,Chef
4127,231,Chef,Chef
4128,250,Chef,Chef
4129,255,Chef,Chef
4130,353,Chef,Chef
4131,391,Chef,Chef
4132,406,Chef,Chef
4133,436,Chef,Chef
4134,438,Chef,Chef
4135,464,Chef,Chef
4136,470,Chef,Chef
4137,487,Chef,Chef
4138,688,video.js,JavaScript Tools
4139,717,backbone.js,JavaScript Tools
4140,718,backbone.js,JavaScript Tools
4141,737,backbone.js,JavaScript Tools
4142,17,JS,JavaScript Tools
4143,17,D3.js,JavaScript Tools
4144,25,Backbone.js,JavaScript Tools
4145,27,Backbone.js,JavaScript Tools
4146,30,JS Web Components,JavaScript Tools
4147,39,JS,JavaScript Tools
4148,39,Webpack/Require.js,JavaScript Tools
4149,39,Grunt.js,JavaScript Tools
4150,39,Gulp.js,JavaScript Tools
4151,44,Require.js,JavaScript Tools
4152,44,Grunt.js,JavaScript Tools
4153,44,Gulp.js,JavaScript Tools
4154,63,Express.js,JavaScript Tools
4155,94,JS,JavaScript Tools
4156,131,nightwatch.js,JavaScript Tools
4157,131,next.js,JavaScript Tools
4158,163,JS,JavaScript Tools
4159,172,D3.js,JavaScript Tools
4160,216,Browser JS APIs,JavaScript Tools
4161,237,Ember.js,JavaScript Tools
4162,237,D3.js,JavaScript Tools
4163,302,d3.js,JavaScript Tools
4164,304,D3.js,JavaScript Tools
4165,304,Chart.js,JavaScript Tools
4166,311,Backbone.js,JavaScript Tools
4167,332,Backbone.js,JavaScript Tools
4168,338,Vanilla.js,JavaScript Tools
4169,342,Pixi.js,JavaScript Tools
4170,385,JS,JavaScript Tools
4171,394,Vanilla.js,JavaScript Tools
4172,463,Require.js,JavaScript Tools
4173,466,D3.js,JavaScript Tools
4174,466,Chart.js,JavaScript Tools
4175,691,maven,Apache Frameworks
4176,760,maven,Apache Frameworks
4177,767,maven,Apache Frameworks
4178,785,maven,Apache Frameworks
4179,798,maven,Apache Frameworks
4180,64,Maven,Apache Frameworks
4181,84,Maven,Apache Frameworks
4182,127,Maven,Apache Frameworks
4183,157,Maven,Apache Frameworks
4184,206,Gradle/Maven,Apache Frameworks
4185,703,xml,XML
4186,822,xml,XML
4187,111,XML,XML
4188,224,XML,XML
4189,276,XML,XML
4190,357,XML,XML
4191,436,XML,XML
4192,458,XML,XML
4193,476,XML,XML
4194,489,XML,XML
4195,710,selenium,Apache Frameworks
4196,733,selenium,Apache Frameworks
4197,736,selenium,Apache Frameworks
4198,740,selenium,Apache Frameworks
4199,749,selenium,Apache Frameworks
4200,802,selenium-webdriver,Apache Frameworks
4201,815,selenium,Apache Frameworks
4202,827,selenium,Apache Frameworks
4203,17,Selenium,Apache Frameworks
4204,68,Selenium,Apache Frameworks
4205,91,Selenium,Apache Frameworks
4206,108,Selenium,Apache Frameworks
4207,122,Selenium,Apache Frameworks
4208,122,Selenium Grid,Apache Frameworks
4209,127,Selenium,Apache Frameworks
4210,143,Selenium,Apache Frameworks
4211,173,Selenium,Apache Frameworks
4212,189,Selenium,Apache Frameworks
4213,192,Selenium,Apache Frameworks
4214,206,Selenium,Apache Frameworks
4215,242,Selenium,Apache Frameworks
4216,252,Selenium,Apache Frameworks
4217,306,Selenium,Apache Frameworks
4218,318,Selenium,Apache Frameworks
4219,384,Selenium,Apache Frameworks
4220,415,Selenium Web Driver,Apache Frameworks
4221,433,Selenium,Apache Frameworks
4222,447,Selenium,Apache Frameworks
4223,752,unix,Unix/Linux
4224,37,Unix,Unix/Linux
4225,127,Unix,Unix/Linux
4226,186,UNIX,Unix/Linux
4227,222,UNIX,Unix/Linux
4228,223,Unix,Unix/Linux
4229,226,Unix,Unix/Linux
4230,275,Unix,Unix/Linux
4231,383,UNIX OS,Unix/Linux
4232,450,UNIX,Unix/Linux
4233,761,node,Node.js
4234,53,Node,Node.js
4235,85,Node,Node.js
4236,106,Node,Node.js
4237,139,Node,Node.js
4238,160,Node,Node.js
4239,170,Node,Node.js
4240,185,Node,Node.js
4241,258,Node,Node.js
4242,448,Node,Node.js
4243,762,google-cloud-platform,Google Cloud Platform
4244,19,Google Cloud Platform,Google Cloud Platform
4245,20,Google Cloud Platform,Google Cloud Platform
4246,107,Google Cloud Platform,Google Cloud Platform
4247,434,Google Cloud Platform,Google Cloud Platform
4248,765,spring-boot,Spring
4249,816,spring-boot,Spring
4250,72,Spring-Boot,Spring
4251,90,Spring Boot,Spring
4252,193,Spring Boot,Spring
4253,262,Spring Boot,Spring
4254,290,Spring-Boot,Spring
4255,353,Spring Boot,Spring
4256,391,Spring Boot,Spring
4257,459,Spring-Boot,Spring
4258,462,Spring-Boot,Spring
4259,768,ios,iOS
4260,771,ios,iOS
4261,793,ios,iOS
4262,793,ios-frameworks,iOS
4263,799,ios,iOS
4264,811,ios,iOS
4265,821,ios,iOS
4266,828,ios,iOS
4267,53,iOS,iOS
4268,158,iOS SDK,iOS
4269,168,iOS SDK,iOS
4270,213,iOS SDK,iOS
4271,318,Calabash iOS,iOS
4272,342,Phaser.io,iOS
4273,431,Cocoa Touch & iOS,iOS
4274,446,iOS,iOS
4275,468,iOS,iOS
4276,471,iOS,iOS
4277,484,iOS,iOS
4278,486,iOS,iOS
4279,768,objective-c,Objective-C
4280,779,objective-c,Objective-C
4281,793,objective-c,Objective-C
4282,794,objective-c,Objective-C
4283,799,objective-c,Objective-C
4284,814,objective-c,Objective-C
4285,821,objective-c,Objective-C
4286,823,objective-c,Objective-C
4287,828,objective-c,Objective-C
4288,38,Objective C,Objective-C
4289,42,Objective C,Objective-C
4290,53,Objective-C,Objective-C
4291,111,Objective-C,Objective-C
4292,158,Objective-C,Objective-C
4293,168,Objective-C,Objective-C
4294,180,Objective-C,Objective-C
4295,188,Objective-C,Objective-C
4296,281,Objective-C,Objective-C
4297,299,objective-C,Objective-C
4298,326,Objective-C,Objective-C
4299,335,Objective-C,Objective-C
4300,360,Objective-C,Objective-C
4301,380,Objective C,Objective-C
4302,420,Objective-C,Objective-C
4303,422,Objective-C,Objective-C
4304,431,Objective-C,Objective-C
4305,484,Objective-C,Objective-C
4306,768,swift,Swift
4307,779,swift,Swift
4308,794,swift,Swift
4309,799,swift,Swift
4310,821,swift,Swift
4311,823,swift,Swift
4312,828,swift,Swift
4313,38,Swift,Swift
4314,53,Swift,Swift
4315,71,Swift,Swift
4316,158,Swift,Swift
4317,168,Swift,Swift
4318,188,Swift,Swift
4319,213,Swift,Swift
4320,240,Swift,Swift
4321,281,Swift,Swift
4322,299,swift,Swift
4323,326,Swift,Swift
4324,335,Swift,Swift
4325,360,Swift,Swift
4326,380,Swift,Swift
4327,389,Swift,Swift
4328,420,Swift,Swift
4329,422,Swift,Swift
4330,431,Swift,Swift
4331,484,Swift,Swift
4332,771,json,JSON
4333,779,json,JSON
4334,1,JSON,JSON
4335,66,JSON,JSON
4336,111,JSON,JSON
4337,111,JSON,JSON
4338,195,JSON,JSON
4339,224,JSON,JSON
4340,276,JSON,JSON
4341,316,JSON,JSON
4342,348,JSON,JSON
4343,357,JSON,JSON
4344,429,JSON,JSON
4345,431,JSON,JSON
4346,436,Json,JSON
4347,458,JSON,JSON
4348,476,JSON,JSON
4349,484,JSON,JSON
4350,772,kanban,Agile
4351,69,Kanban,Agile
4352,72,Kanban,Agile
4353,74,Kanban,Agile
4354,97,Kanban,Agile
4355,128,Kanban,Agile
4356,140,Kanban,Agile
4357,143,KANBAN,Agile
4358,151,kanban,Agile
4359,172,KANBAN,Agile
4360,232,Kanban,Agile
4361,233,Kanban,Agile
4362,257,Kanban,Agile
4363,260,Kanban,Agile
4364,274,Kanban,Agile
4365,318,Kanban,Agile
4366,322,Kanban,Agile
4367,362,Kanban,Agile
4368,367,Kanban,Agile
4369,397,Kanban,Agile
4370,413,Kanban,Agile
4371,437,Kanban,Agile
4372,447,Kanban,Agile
4373,458,Kanban,Agile
4374,459,Kanban,Agile
4375,462,Kanban,Agile
4376,471,Kanban,Agile
4377,802,jira,Jira
4378,810,jira,Jira
4379,15,JIRA,Jira
4380,39,Jira,Jira
4381,87,Jira,Jira
4382,108,Jira,Jira
4383,118,Jira,Jira
4384,127,Jira,Jira
4385,136,Jira,Jira
4386,143,Jira,Jira
4387,175,JIRA,Jira
4388,190,Jira,Jira
4389,191,Jira,Jira
4390,220,JIRA,Jira
4391,232,Jira,Jira
4392,276,JIRA,Jira
4393,285,Jira,Jira
4394,287,Jira,Jira
4395,289,Jira,Jira
4396,306,Jira,Jira
4397,307,JIRA,Jira
4398,314,Jira,Jira
4399,328,Jira,Jira
4400,413,Jira,Jira
4401,480,JIRA,Jira
4402,483,Jira,Jira
4403,6,Nginx,NGinx
4404,86,nginx,NGinx
4405,105,nginx,NGinx
4406,147,Nginx,NGinx
4407,210,Nginx,NGinx
4408,219,nginx,NGinx
4409,402,Nginx,NGinx
4410,406,nginx,NGinx
4411,408,NGINX,NGinx
4412,413,Nginx,NGinx
4413,448,NGINX,NGinx
4414,7,Restful APIs,RESTful APIs
4415,16,Rest APIs,RESTful APIs
4416,30,RESTful API,RESTful APIs
4417,31,REST API,RESTful APIs
4418,37,REST API,RESTful APIs
4419,38,RESTful API,RESTful APIs
4420,61,restful APIs,RESTful APIs
4421,65,REST APIs,RESTful APIs
4422,90,REST APIs,RESTful APIs
4423,102,REST APIs,RESTful APIs
4424,111,REST APIs,RESTful APIs
4425,131,Restful API,RESTful APIs
4426,177,REST API design,RESTful APIs
4427,181,RESTful API,RESTful APIs
4428,209,RESTful API,RESTful APIs
4429,212,Restful APIs,RESTful APIs
4430,214,REST API,RESTful APIs
4431,218,REST APIs,RESTful APIs
4432,222,RESTful API’s,RESTful APIs
4433,223,REST API’s,RESTful APIs
4434,226,REST-APIs,RESTful APIs
4435,281,REST API,RESTful APIs
4436,290,REST API,RESTful APIs
4437,299,REST APIs,RESTful APIs
4438,312,REST API,RESTful APIs
4439,316,RESTful API,RESTful APIs
4440,322,RESTful API,RESTful APIs
4441,324,RESTful APIs,RESTful APIs
4442,326,RESTful APIs,RESTful APIs
4443,336,REST APIs,RESTful APIs
4444,338,RESTful APIs,RESTful APIs
4445,345,RESTful APIs,RESTful APIs
4446,348,REST APIs,RESTful APIs
4447,387,REST APIs,RESTful APIs
4448,394,RESTful-APIs,RESTful APIs
4449,402,RESTful API,RESTful APIs
4450,410,RESTful APIs,RESTful APIs
4451,416,REST API,RESTful APIs
4452,417,Restful APIs,RESTful APIs
4453,441,REST APIs,RESTful APIs
4454,443,REST APIs,RESTful APIs
4455,472,RESTful APIs,RESTful APIs
4456,475,RESTful APIs,RESTful APIs
4457,479,Restful APIs,RESTful APIs
4458,480,REST APIs,RESTful APIs
4459,481,REST APIs,RESTful APIs
4460,483,REST API,RESTful APIs
4461,487,RESTful APIs,RESTful APIs
4462,10,Spark,Apache Frameworks
4463,11,Spark,Apache Frameworks
4464,20,Spark,Apache Frameworks
4465,109,Spark,Apache Frameworks
4466,129,spark,Apache Frameworks
4467,130,Spark,Apache Frameworks
4468,138,Spark,Apache Frameworks
4469,145,Spark,Apache Frameworks
4470,230,Spark,Apache Frameworks
4471,251,Spark,Apache Frameworks
4472,262,Spark,Apache Frameworks
4473,263,Spark,Apache Frameworks
4474,263,Spark,Apache Frameworks
4475,265,Spark,Apache Frameworks
4476,267,Spark,Apache Frameworks
4477,271,Spark,Apache Frameworks
4478,301,Spark,Apache Frameworks
4479,302,Spark,Apache Frameworks
4480,330,Spark,Apache Frameworks
4481,331,Spark,Apache Frameworks
4482,363,spark,Apache Frameworks
4483,397,Spark,Apache Frameworks
4484,414,Spark,Apache Frameworks
4485,426,Spark,Apache Frameworks
4486,443,Spark,Apache Frameworks
4487,483,Spark,Apache Frameworks
4488,11,Golang,Go
4489,21,Golang,Go
4490,40,Golang,Go
4491,344,Golang,Go
4492,363,Golang,Go
4493,376,GoLang,Go
4494,413,Golang,Go
4495,435,Golang,Go
4496,448,GoLang,Go
4497,450,Golang,Go
4498,478,Golang,Go
4499,11,Kafka,Apache Frameworks
4500,18,Kafka,Apache Frameworks
4501,23,Kafka,Apache Frameworks
4502,56,KAFKA,Apache Frameworks
4503,99,Kafka,Apache Frameworks
4504,147,Kafka,Apache Frameworks
4505,229,Kafka,Apache Frameworks
4506,258,Kafka,Apache Frameworks
4507,262,Kafka,Apache Frameworks
4508,263,Kafka,Apache Frameworks
4509,302,Kafka,Apache Frameworks
4510,363,Kafka,Apache Frameworks
4511,368,Kafka,Apache Frameworks
4512,386,Kafka,Apache Frameworks
4513,397,Kafka,Apache Frameworks
4514,414,Kafka,Apache Frameworks
4515,443,Kafka,Apache Frameworks
4516,444,Kafka,Apache Frameworks
4517,470,Kafka,Apache Frameworks
4518,478,Kafka,Apache Frameworks
4519,483,Kafka,Apache Frameworks
4520,13,Bower,Bower
4521,39,Bower,Bower
4522,44,Bower,Bower
4523,190,Bower,Bower
4524,287,Bower,Bower
4525,290,bower,Bower
4526,322,Bower,Bower
4527,408,bower,Bower
4528,442,Bower,Bower
4529,463,Bower,Bower
4530,17,Jasmine,JavaScript Tools
4531,33,Jasmine,JavaScript Tools
4532,39,Jasmine,JavaScript Tools
4533,44,Jasmine,JavaScript Tools
4534,169,Jasmine,JavaScript Tools
4535,226,Jasmine,JavaScript Tools
4536,252,Jasmine,JavaScript Tools
4537,304,Jasmine,JavaScript Tools
4538,348,Jasmine,JavaScript Tools
4539,408,Jasmine,JavaScript Tools
4540,21,TCP/IP stack,TCP/IP
4541,96,TCP/IP,TCP/IP
4542,216,TCP/IP,TCP/IP
4543,316,IP,TCP/IP
4544,427,TCP/IP,TCP/IP
4545,432,TCP/IP,TCP/IP
4546,438,TCP/IP,TCP/IP
4547,450,TCP/IP,TCP/IP
4548,453,TCP/IP,TCP/IP
4549,470,Big IP,TCP/IP
4550,22,,
4551,52,,
4552,54,,
4553,146,,
4554,152,,
4555,228,,
4556,235,,
4557,268,,
4558,278,,
4559,305,,
4560,364,,
4561,423,,
4562,451,,
4563,488,,
4564,25,Angular.js,Angular.js
4565,27,Angular.js,Angular.js
4566,311,Angular.js,Angular.js
4567,442,Angular.js,Angular.js
4568,30,React.js,React.js
4569,78,React.js,React.js
4570,80,React.js,React.js
4571,155,React.js,React.js
4572,214,React.js,React.js
4573,248,React.js,React.js
4574,304,React.js,React.js
4575,482,React.js,React.js
4576,486,React JS,React.js
4577,31,npm,npm
4578,39,Npm,npm
4579,44,Npm,npm
4580,117,npm,npm
4581,177,npm,npm
4582,216,NPM,npm
4583,297,npm,npm
4584,322,NPM,npm
4585,408,npm,npm
4586,442,npm,npm
4587,463,Npm,npm
4588,31,EC2,JavaScript Tools
4589,86,EC2,JavaScript Tools
4590,105,EC2,JavaScript Tools
4591,144,EC2,JavaScript Tools
4592,177,EC2,JavaScript Tools
4593,204,EC2,JavaScript Tools
4594,290,EC2,JavaScript Tools
4595,375,EC2,JavaScript Tools
4596,448,EC2,JavaScript Tools
4597,31,S3,S3
4598,105,S3,S3
4599,121,S3,S3
4600,177,S3,S3
4601,263,S3,S3
4602,282,S3,S3
4603,290,S3,S3
4604,375,S3,S3
4605,403,S3,S3
4606,408,S3,S3
4607,417,S3,S3
4608,448,S3,S3
4609,33,ES6,JavaScript Tools
4610,45,ES6,JavaScript Tools
4611,78,ES6,JavaScript Tools
4612,131,ES6+,JavaScript Tools
4613,159,ES6,JavaScript Tools
4614,190,ES6,JavaScript Tools
4615,236,ES6,JavaScript Tools
4616,237,ES6,JavaScript Tools
4617,238,ES6,JavaScript Tools
4618,280,ES6,JavaScript Tools
4619,304,ES6,JavaScript Tools
4620,313,ES6,JavaScript Tools
4621,338,Es6,JavaScript Tools
4622,466,ES6,JavaScript Tools
4623,40,CI server,Continuous integration
4624,109,CI,Continuous integration
4625,206,CI-System,Continuous integration
4626,248,CI,Continuous integration
4627,279,GitLab CI,Continuous integration
4628,280,GitLab CI,Continuous integration
4629,385,CI,Continuous integration
4630,405,CI,Continuous integration
4631,45,Grunt,Grunt
4632,59,Grunt,Grunt
4633,61,grunt,Grunt
4634,142,Grunt,Grunt
4635,159,Grunt,Grunt
4636,187,Grunt,Grunt
4637,212,Grunt,Grunt
4638,304,Grunt,Grunt
4639,322,Grunt,Grunt
4640,442,Grunt,Grunt
4641,463,Grunt,Grunt
4642,53,Postgres,SQL
4643,124,Postgres,SQL
4644,225,Postgres,SQL
4645,264,Postgres,SQL
4646,357,PostGres,SQL
4647,363,Postgres,SQL
4648,387,Postgres,SQL
4649,412,Postgres,SQL
4650,413,Postgres,SQL
4651,417,Postgres,SQL
4652,453,Postgres,SQL
4653,65,UNIX/Linux,Unix/Linux
4654,76,Linux/Unix,Unix/Linux
4655,86,Linux/UNIX,Unix/Linux
4656,94,Unix/Linux,Unix/Linux
4657,234,Unix/Linux,Unix/Linux
4658,279,Unix/Linux,Unix/Linux
4659,435,Linux / Unix,Unix/Linux
4660,476,Linux/UNIX,Unix/Linux
4661,70,UI/UX,UX/UI
4662,77,UX/UI,UX/UI
4663,88,UI/UX,UX/UI
4664,111,UI/UX,UX/UI
4665,142,UI/UX,UX/UI
4666,195,UI/UX,UX/UI
4667,334,UX/UI,UX/UI
4668,418,Mobile UI/UX,UX/UI
4669,419,Mobile UI/UX,UX/UI
4670,420,Mobile UI/UX,UX/UI
4671,422,Mobile UI/UX,UX/UI
4672,474,UI/UX,UX/UI
4673,80,SASS/LESS,Sass/LESS
4674,100,SASS/LESS,Sass/LESS
4675,106,SASS / LESS,Sass/LESS
4676,142,Sass/Less,Sass/LESS
4677,166,LESS/SASS,Sass/LESS
4678,214,LESS/SASS,Sass/LESS
4679,338,Sass/LESS,Sass/LESS
4680,379,SASS/LESS,Sass/LESS
4681,94,NodeJS,Node.js
4682,176,NodeJS,Node.js
4683,212,NodeJS,Node.js
4684,252,NodeJS,Node.js
4685,277,Nodejs,Node.js
4686,282,NodeJs,Node.js
4687,290,NodeJS,Node.js
4688,297,NodeJS,Node.js
4689,375,NodeJS,Node.js
4690,376,Nodejs,Node.js
4691,379,NodeJS,Node.js
4692,383,NodeJS,Node.js
4693,402,NodeJS,Node.js
4694,436,NodeJS,Node.js
4695,466,NodeJS,Node.js
4696,481,NodeJS,Node.js
4697,111,UI Kit,UX/UI
4698,157,UI,UX/UI
4699,191,UI,UX/UI
4700,240,UI,UX/UI
4701,379,UI,UX/UI
4702,389,XCode UI Automation,UX/UI
4703,112,RSpec,RSpec
4704,124,Rspec,RSpec
4705,279,RSpec,RSpec
4706,280,RSpec,RSpec
4707,314,Rspec,RSpec
4708,329,RSpec,RSpec
4709,362,Rspec,RSpec
4710,399,RSpec,RSpec
4711,412,Rspec,RSpec
4712,436,Rspec,RSpec
4713,126,CI/CD,CI/CD
4714,179,CD / CI,CI/CD
4715,262,CI/CD,CI/CD
4716,264,CI/CD,CI/CD
4717,418,CI/CD,CI/CD
4718,419,CI/CD,CI/CD
4719,420,CI/CD,CI/CD
4720,422,CI/CD,CI/CD
4721,142,JavaScript ES6,JavaScript Tools
4722,151,Javascript ES6,JavaScript Tools
4723,154,Javascript ES6/ES2015,JavaScript Tools
4724,172,Javascript ES6,JavaScript Tools
4725,379,JavaScript (ES6),JavaScript Tools
4726,383,JavaScript (ES6),JavaScript Tools
4727,392,JavaScript (ES6+),JavaScript Tools
4728,394,JavaScript (Es6),JavaScript Tools
